Loot Type,Item Name,Points,Dungeon
Limited,Painted Egg Amulet,5,Easter
Limited,Nutrient Rich Carrot Blade,5,Easter
Limited,Carrot Cake Crest,5,Easter
Limited,Hardened Carrot Armor,5,Easter
Limited,Sun Bathed Straw Hat,5,Easter
Limited,Sweet Desire Wand,5,Easter
Limited,Chocolate Egg Mace,5,Easter
Limited,Chocolate Glazed Robe,5,Easter
Limited,Chocolate Bunny Ears,5,Easter
""
Limited,Mithril Sword,10,The Realm
Limited,Leave Bow,5,Woodland Labyrinth
Limited,Ring of Overwhelming Health,7.5,Fungal Cavern
Limited,Mood Bow,3.5,Undead Lair
Limited,Reasonable Hour Star,6.0,Lair of Draconis
Limited,Bottled Medusa,5.5,Cnidarian Reef
Limited,Nice Crown,10.0,Ice Tomb
Limited,Non-Fungible Tome,7.5,Fungal Cavern
Limited,Luminaire,9.5,Oryx's Sanctuary
Limited,Inferior,9.5,Oryx's Sanctuary
Limited,Chocolate Cream Sandwich Cookie,10,The Realm
Limited,Seal of Blasphemous Prayer,10,The Realm
""
Limited,Crystal Key,5,The Realm (The Keyper)
Limited,Keychain Cutlass,10,The Realm (The Keyper)
""
Limited,Ornaments of Unity,10.0,The Tinkerer (Oryxmas)
Limited,Eternal Echo,10,The Tinkerer (Oryxmas)
Limited,Eden's Embrace,15,The Tinkerer (Oryxmas)
Limited,Nightmatter Circlet,15.0,The Tinkerer (Oryxmas)
